,song_name,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rmse_mean,rmse_std,rmse_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var
1,'Saiyaan Superstar' VIDEO Song   Sunny Leone   Tulsi Kumar   Ek Paheli Leela.mp3,103.359375,129903,1273.5588235294117,0.35071629880292315,0.3082108432281603,0.09499392388341359,0.4878546728479336,0.2790580350313887,0.07787338691557975,0.2542994134070235,0.13662042919774886,0.018665141674177106,19.826701875371178,127.26335979294139,16195.96274578765,5.619734215235298,26.612055521180864,708.201499062413,0.012356970300518405,3.148277021508316,9.911648204157272,0.2840979993343353,0.10841521620750427,0.011753858998417854,2779.9343944300167,767.9196429310002,589700.5779992748,2668.7445915939097,418.6725484487491,175286.70282457018,20.775314824186104,7.1650166660951085,51.33746382542066,5830.2980783184985,1478.9244239121774,2187217.451643966,3.4730109694069395,4.099982790654964,16.809858883666873,-0.001222057861287743,0.06602408564495138,0.004359179885251875,0.12553042007304566,0.06619794674890485,0.004382168153770841,-1.7325891121799941e-06,0.22724199295043945,0.051638923585414886,5.9715235693147406e-05,0.131046861410141,0.0171732809394598,2.0630929705215424,1.1185964622148092,1.2512580452794873
2,Salaam Aaya (Video Song)   Salman Khan with Zarine Khan   Veer.mp3,103.359375,116844,1243.0212765957447,0.29836844879819086,0.31085906807687164,0.0966333602056211,0.494781830852015,0.2782110650991121,0.07740139674358237,0.25345688700748115,0.1373578959062631,0.01886719156779581,0.5639224574652216,4.916873153048954,24.175641603173556,-13.7297959497072,82.40810380592,6791.095572887289,0.0019592264849637507,1.8542140198159658,3.4381096312820825,0.03979949280619621,0.03095349669456482,0.0009581189951859415,1904.5138010418939,822.5067872535589,676517.4150781711,2238.0170274852753,639.4444706803927,408889.2310837275,21.0055934418701,7.164827912764238,51.33475901952555,3977.821779989237,2058.3180455965094,4236673.1768282335,0.4183808453539477,0.6661563480735331,0.4437642800786662,0.00486923818651131,0.07906498728902796,0.006251272215014152,0.09131445161329334,0.06265310059075836,0.003925411013635686,-1.5769564924994484e-06,0.044811028987169266,0.0020080283284187317,-4.67699783257558e-06,0.01181656215339899,0.0001396311417920515,5.158312925170067,2.5644363799442234,6.576333946781434
3,"SANAM RE REMIX Video Song   DJ Chetas   Pulkit Samrat, Yami Gautam   Divya Khosla Kumar   T-Series.mp3",129.19921875,84119,914.3369565217391,0.4378843008918965,0.3101654394399191,0.09620259982295812,0.48738166119392556,0.28488337635019134,0.08115853812068477,0.25339773159994816,0.1382856570774206,0.019122922953333968,12.658344794021962,122.11317112274355,14911.626561652449,3.023027290442847,35.46855338915104,1258.0182795190578,0.014037053223190172,3.2620086180246384,10.640700224067011,0.20871496200561523,0.11199229210615158,0.012542272917926311,2432.8713297593126,901.9565528956414,813525.6233113878,2589.2856999107566,460.3911493192869,211960.01037153395,20.569997382671804,7.567576817301904,57.26821888576522,5339.0593821050215,1864.5888575059419,3476691.6075353133,2.4184235231345124,3.2662311651934575,10.668266024481012,0.012620132149652451,0.07603744735609964,0.0057816934004316246,0.09199547546197756,0.06004457312573805,0.0036053507618521038,1.714327936497284e-06,0.17093560099601746,0.029218977317214012,2.829352524713613e-05,0.12142288684844971,0.014743518084287643,4.532535147392291,2.659142069224682,7.071036544320525
4,Sara Bareilles - Brave.mp3,92.28515625,117674,1279.0652173913043,0.4584365877556431,0.30467230758754626,0.09282521501072041,0.6065950003097788,0.24032394333624793,0.05775559774068411,0.27856517706764167,0.07572830024902685,0.005734775458606761,11.537929750777936,79.62191201069514,6339.6488722388785,4.121909402720601,39.981569594425366,1598.5259072338788,0.012095102662271687,3.5027335683415983,12.269142450787065,0.20809435844421387,0.09436655789613724,0.008905047550797462,2427.166892817734,1043.4985684181556,1088889.2622907402,2547.2022139218357,450.01603716981833,202514.43371002734,19.529846405083745,7.398969701191342,54.74475263914749,5226.897560332212,1688.1904496132947,2849986.994165538,2.3273145891294247,3.043820675006915,9.26484430159955,0.001486777891137583,0.044962399884373505,0.0020216174033623104,0.09302872696159056,0.08380683352688276,0.007023585345802641,4.475784407986794e-06,0.16733261942863464,0.028000205755233765,-9.311229950981215e-05,0.10912365466356277,0.011907972395420074,4.846004535147392,2.4510870182644746,6.007827571104632
5,"Selena Gomez, Marshmello - Wolves (Visualizer).mp3",123.046875,158679,1290.0731707317073,0.30211456120951974,0.3048316560185858,0.09292233851103343,0.4072798398171019,0.2828450280104842,0.0800013098702516,0.23421746341110972,0.16874689083535374,0.028475513166598788,9.750501682782902,67.69244032669651,4582.266477383368,-0.3328478723828264,45.1167161972704,2035.5180804250415,0.011635548464344012,2.6279430101641057,6.906084464670382,0.18401557207107544,0.10620654374361038,0.01127983070909977,2193.3859465609416,1015.0483835366215,1030323.2209203081,2325.5177932649326,746.8408903427772,557771.3154879923,22.472739717152418,7.150721927734546,51.13282408778366,4687.671654290828,2132.7884336653215,4548786.502776575,2.103937331685876,2.938665071343687,8.635752401535395,0.0009144701540899761,0.09041812253760118,0.008175436883224661,0.10021084528589397,0.06282864969007788,0.003947439221878524,-2.2817073840997182e-05,0.16791993379592896,0.02819710224866867,-5.21887959621381e-05,0.09012249857187271,0.008122064173221588,3.2182857142857144,1.9221214223360061,3.6945507622029914
6,"Selena Gomez, Marshmello - Wolves.mp3",123.046875,160047,1301.1951219512196,0.338469471740093,0.31990091275431143,0.10233659398104158,0.44812842810985926,0.2902686253385356,0.08425587485592316,0.24187831944383414,0.1575697049447001,0.02482821191635985,3.5896678905936446,30.33251913097133,920.0617168307417,-4.571071202024983,61.00703701016018,3721.858564759054,0.012828183974887108,2.418714014971532,5.850177486219708,0.10081347078084946,0.07966319471597672,0.006346224807202816,2166.334747623139,1037.1141538230659,1075605.768060134,2349.9890255612927,771.0690088752493,594547.4164478594,21.877968065185463,7.451910428283886,55.53096903116613,4722.675609293367,2188.8062243298673,4790872.68766517,1.102290787861047,1.7760303896552558,3.154283944979,0.003743377425761616,0.08669326547806364,0.0075157222792500205,0.0985390866873065,0.06998822786134273,0.004898352039171231,-7.063950033625588e-05,0.1020277738571167,0.01040966622531414,-0.00011950286716455594,0.05504550412297249,0.00303000770509243,7.224888888888889,4.1503372855635225,17.225299583938792
7,"Shawn Mendes, Zedd - Lost In Japan (Original + Remix).mp3",103.359375,106462,1774.3666666666666,0.3901533508117177,0.30829593790178206,0.09504638532673945,0.5444130541011778,0.27936076973002105,0.07804243966414984,0.26187061107605786,0.12147887218765806,0.014757116387985363,0.2942641646159235,3.2010677291554397,10.246834606640364,-8.022999447852113,82.03828517266247,6730.280234071091,0.00782282576062724,3.083153141805069,9.505833295822466,0.02865966036915779,0.02106384187936783,0.00044368545059114695,1618.7665188110705,1028.7004562789127,1058224.6287484434,2033.9076918894887,772.6826506352296,597038.4785926843,19.753076701847064,6.893789916868676,47.52433941792023,3311.53414227276,2285.2359956938244,5222303.556014745,0.28094780214801823,0.3833916755446368,0.1469891768769241,-0.003132569213583587,0.06720667528569842,0.004516737202957307,0.06562583143866099,0.06204884936792396,0.003850059707883318,-3.5842126635543536e-06,0.025596654042601585,0.0006551886908710003,2.129015229002107e-05,0.01754455268383026,0.00030781130772084,24.49705215419501,8.971049837590215,80.47973518852741
8,"Silk City, Dua Lipa - Electricity (Official Video) ft. Diplo, Mark Ronson.mp3",117.45383522727273,148965,1295.3478260869565,0.3614798111545035,0.30358651508113305,0.09216477213910701,0.45565232559753066,0.2911314730894621,0.08475753462324019,0.24586588860229056,0.1512722649897838,0.022883298155139373,3.7036634877994192,35.22025656452038,1240.4664724706413,-5.25435860572296,50.695391218770936,2570.022690824237,0.007809825976690172,3.2119572650279506,10.316669472365833,0.11095886677503586,0.06573645770549774,0.004321282263845205,2106.801065569844,931.3502685639933,867413.3227542223,2249.7392582216985,688.9321703675864,474627.5353673931,22.30160287235232,8.053407249150126,64.85736832066381,4408.33584339626,2123.5772245054754,4509580.228438379,1.1285485597934939,1.4152510537432597,2.002935545121407,-0.00047800803318330304,0.09033559089529854,0.008160518982402745,0.09640266725522446,0.06985563660309653,0.0048798099652238806,-2.3753349523758516e-05,0.11244305968284607,0.012643441557884216,-7.41572875995189e-05,0.043620672076940536,0.0019027631497010589,3.2635646258503406,1.7960522347780603,3.225803630051265
9,Su Chhe - What's Your Rashee   Priyanka Chopra   Harman.mp3,135.99917763157896,163819,1241.0530303030303,0.28198955806504267,0.29996274118001987,0.08997764609623157,0.4420101306389077,0.283130634413822,0.08016295614357334,0.24979670685853791,0.14468911008076243,0.020934938575962993,12.18003911056638,69.85380025911908,4879.553410640906,-1.0161431323734333,42.95215210528566,1844.8873704755958,0.015098531231414003,2.8844563439501316,8.32008840015416,0.22168223559856415,0.09293580800294876,0.008637065067887306,2639.8264233661043,896.6610230761811,804000.9903040238,2696.701836864518,438.68648962690077,192445.83618117293,23.13158619589687,7.980882090053445,63.694478935335844,5764.831807517415,1723.1836607527312,2969361.9286851836,2.497226468851306,3.1317415555219847,9.80780517058326,-0.0022612021207426697,0.08407932609131728,0.007069333075970068,0.12848712932952785,0.06743113155739627,0.004546957503110883,3.944510899600573e-05,0.1921270340681076,0.03691279888153076,0.0005936401430517435,0.0962255448102951,0.009259356185793877,3.1625578231292515,2.0604697477139626,4.24553558124444
10,"Subha Hone Na De  Desi Boyz  Feat. Akshay Kumar, John Abraham.mp3",129.19921875,166238,1278.753846153846,0.3979846058160102,0.30153582816231006,0.09092385566553017,0.4772069713592296,0.286955000165064,0.08234317211973188,0.2460872472555318,0.1509118950630735,0.02277440007152811,10.031371458792876,76.90184739783766,5913.8941332003105,3.7642735455131016,32.30652638510262,1043.711647071332,0.014000537045614356,2.7312043734355633,7.459477329473548,0.18946771323680878,0.08914722502231598,0.007947227917611599,2372.7062691163783,589.094276331704,347032.06640677404,2681.3781372457124,364.5182216246691,132873.53389641136,21.051316262470007,6.406777051359423,41.04679218582575,5507.958360796004,1434.9071180501048,2058958.4374308572,2.019012881044535,2.424129225863764,5.876402503686851,0.004268303006871316,0.07674557933377524,0.0058898839472767885,0.07757341603376548,0.039260637599082826,0.001541397664686516,-3.93502034512494e-07,0.16750426590442657,0.028057681396603584,0.00024416547967121005,0.0822957381606102,0.006772588472813368,2.48453514739229,1.6294056168805744,2.654962664321965
