,song_name,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rmse_mean,rmse_std,rmse_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var
41,"Dekhega Raja Trailer VIDEO Song   Mastizaade   Sunny Leone, Tusshar Kapoor, Vir Das   T-Series.mp3",123.046875,154459,1255.764228,0.439560833,0.297217477,0.088338229,0.575892966,0.253178673,0.06409944,0.272767275,0.094505804,0.008931347,5.702283808,43.94393143,1931.06911,3.760367054,30.36253282,921.8833994,0.012969103,3.455530499,11.94069103,0.153303429,0.065548241,0.004296572,3003.012357,751.7782892,565170.5961,2868.879109,291.7940232,85143.75198,19.81591962,6.90028424,47.6139226,6534.739652,1316.69493,1733685.54,1.845345848,2.288450586,5.237006087,0.007732458,0.052639994,0.002770969,0.13581286,0.067120222,0.004505124,-0.000370356,0.108580582,0.011789743,-0.000469278,0.084487855,0.007138197,2.592507937,1.401036629,1.962903637
42,"DJ Khaled - No Brainer (Official Video) ft. Justin Bieber, Chance the Rapper, Quavo.mp3",135.9991776,175885,1312.574627,0.355309128,0.30917525,0.095589335,0.505184397,0.299339988,0.089604429,0.256396052,0.12931997,0.016723655,21.27788774,196.4796047,38604.23505,0.081262059,39.21300673,1537.659897,-0.001578566,3.572090539,12.75983082,0.27116701,0.147485733,0.021752041,2238.209487,1077.385747,1160760.048,2348.608322,651.9600214,425051.8695,21.0191107,6.855763432,47.00149223,4618.347073,2221.306372,4934201.999,2.917521301,3.697115456,13.66866269,0.004311769,0.070509428,0.004971579,0.103350282,0.078405271,0.006147387,1.11E-06,0.206916034,0.042814244,-0.000199393,0.173275679,0.03002446,5.982621315,1.899135022,3.606713833
44,Ed Sheeran - Perfect (Official Music Video).mp3,184.5703125,238927,1284.553763,0.365178717,0.31212072,0.097419344,0.469411242,0.28138467,0.079177332,0.24521323,0.152327953,0.023203805,6.947034377,50.23254077,2523.308152,-3.933181663,54.03402471,2919.675827,0.005442237,2.316701394,5.36710535,0.14975448,0.10394083,0.010803696,1873.699139,1114.198047,1241437.289,2106.832803,554.1957975,307132.9819,21.98398688,7.253764081,52.61709334,3802.335341,2189.107848,4792193.169,1.629467523,2.426611811,5.888444882,0.006174371,0.085289444,0.007274289,0.078993475,0.072245622,0.00521943,-1.49E-05,0.155797645,0.024272908,-9.74E-05,0.05770307,0.003329644,14.00743764,7.673444542,58.88175113
45,Exclusive  Engine Ki Seeti Video Song   Khoobsurat   Sonam Kapoor.mp3,66.25600962,81570,1337.213115,0.385144232,0.316773592,0.100345509,0.486670193,0.279040502,0.077863601,0.251469734,0.141761442,0.020096306,14.38800691,84.96049144,7218.285106,5.206880335,38.25089431,1463.130916,0.01187482,3.294158129,10.85147778,0.239609197,0.095780648,0.009173932,2038.391433,688.8001201,474445.6055,2124.598896,492.3784237,242436.5122,21.18286352,7.527007225,56.65583776,4136.058323,1390.431805,1933300.604,2.854925753,3.562422297,12.69085262,-0.007004508,0.075403364,0.005685667,0.096023796,0.055243134,0.003051804,1.22E-05,0.194508344,0.037833497,-0.000172407,0.109293997,0.011945178,4.494222222,2.194211692,4.814564948
46,"Felix Jaehn, Mike Williams - Feel Good (Official Video).mp3",123.046875,158399,1277.41129,0.328779405,0.301422823,0.090855718,0.479815625,0.27143233,0.07367551,0.256559515,0.132327429,0.017510548,18.59892971,134.7570989,18159.4757,0.831955879,37.9820224,1442.634026,0.012146044,2.630589795,6.920002669,0.274107218,0.086762048,0.007527653,2271.431111,1005.732109,1011497.074,2457.085766,840.7641513,706884.3581,20.8158118,6.627055685,43.91786705,5183.322824,2399.776026,5758924.973,2.859492436,3.206717282,10.28303573,0.001119983,0.075431875,0.005689968,0.083656524,0.05032782,0.002532889,-0.000117464,0.236610934,0.055984735,-0.000483092,0.106425978,0.011326489,3.066195011,1.60898495,2.58883257
47,Flo Rida - In My Mind Part 3 feat. Georgi Kay (Official Visualizer).mp3,129.1992188,130499,1318.171717,0.439750608,0.303235861,0.091951987,0.473082573,0.283919582,0.080610329,0.250618844,0.143260351,0.020523528,23.84175064,217.7434993,47412.23148,3.787576026,35.99598591,1295.711002,0.011613104,2.884400247,8.319764782,0.306557864,0.115134768,0.013256014,2273.73413,1032.99066,1067069.704,2434.450325,720.6094928,519278.0411,19.79441141,6.739425791,45.41986,4816.012545,2304.529036,5310854.079,3.334620555,3.822201855,14.60922702,-0.012954155,0.067027031,0.004492623,0.092337877,0.074313589,0.00552251,2.07E-05,0.245276928,0.060160775,-5.29E-05,0.14024058,0.019667419,3.943909297,2.93312492,8.603221795
51,"Go Go Govinda Full Video Song OMG (Oh My God)   Sonakshi Sinha, Prabhu Deva.mp3",129.1992188,164953,1268.869231,0.427041957,0.295391772,0.087256299,0.557489203,0.262728019,0.069026012,0.269646924,0.103072159,0.01062387,8.815323468,57.29153305,3282.319759,2.623635378,43.77442811,1916.200556,0.013081296,3.302074499,10.903696,0.18596296,0.077288792,0.005973557,2293.275062,916.6582491,840262.3457,2324.49295,519.385346,269761.1377,20.149298,8.05249984,64.84275368,4743.600483,1668.557436,2784083.916,2.223076543,2.772187098,7.685021307,0.004448215,0.06109216,0.003732252,0.108404484,0.076052073,0.005783918,3.08E-05,0.146167263,0.021364868,-0.000228714,0.084611438,0.007159096,5.351038549,2.342817193,5.488792399
52,"Gryffin, Illenium - Feel Good ft. Daya.mp3",135.9991776,171534,1270.622222,0.336253858,0.30078055,0.09046894,0.452928146,0.277964452,0.077264237,0.246576797,0.150110681,0.022533216,4.165341774,52.2839789,2733.61445,-2.276487855,42.77231766,1829.471158,0.008179646,2.804396034,7.864637115,0.119795717,0.071919508,0.005172415,2492.959874,987.8581404,975863.7056,2540.535348,661.8050045,437985.8639,21.63581811,6.538884059,42.75700473,5221.005929,2216.475254,4912762.551,1.341357723,1.673194812,2.799580878,-0.007717741,0.073862493,0.005455668,0.115427873,0.070624969,0.004987886,0.000143126,0.100859173,0.010172573,0.000276838,0.066679485,0.004446154,2.412553288,1.445615151,2.089803163
54,"Hailee Steinfeld, Alesso - Let Me Go (Personal Collection) ft. Florida Georgia Line, WATT.mp3",103.359375,127166,1259.069307,0.376248421,0.314165812,0.098700157,0.449406012,0.301675595,0.091008165,0.248216697,0.14738319,0.021721805,5.242105036,40.16877707,1613.530651,0.722767226,49.89308404,2489.319835,0.008732847,3.465539627,12.0099649,0.145729035,0.044933043,0.002018978,2274.59664,1141.190449,1302315.641,2615.342576,651.4855832,424433.4651,21.36101689,6.257068973,39.15091213,5012.632189,2490.126629,6200730.63,1.383269051,1.685196142,2.839886035,0.003266284,0.089704598,0.008046915,0.078552624,0.069090956,0.00477356,1.35E-06,0.122028425,0.014890936,-8.42E-05,0.063346222,0.004012743,2.787555556,1.500096682,2.250290055
55,"Heropanti   The Pappi Song Video   Tiger Shroff, Kriti Sanon   Manj Feat  Raftaar.mp3",129.1992188,161996,1361.310924,0.398629459,0.308006054,0.094867729,0.576559526,0.26972763,0.072752994,0.269115038,0.104453003,0.01091043,4.344581352,38.68258452,1496.342345,-3.139011037,42.89074342,1839.615871,0.014771624,4.315794882,18.62608547,0.123047315,0.074745506,0.005586891,2957.546536,1233.020291,1520339.039,2664.068094,479.1577729,229592.1713,20.84851945,7.081011301,50.14072105,5964.422267,2050.890659,4206152.494,1.37462122,1.912636963,3.658180151,-0.009739373,0.054754121,0.002998014,0.147346804,0.120532467,0.014528075,2.83E-05,0.069345675,0.004808823,-0.000342625,0.102950238,0.010598751,5.825886621,2.319310847,5.379202806
